Cell,sector_name,sector_id,focus_area,indicator_name,year,indicator_item,state_name,district_name,indicator_value,indicator_unit,source
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Gopalganj,2646,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Muzaffarpur,2363,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Purbi Champaran,2238,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Pashchim Champaran,2619,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Sitamarhi,2260,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Sheohar,2644,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Vaishali,2960,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Darbhanga,2132,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Madhubani,1747,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Samastipur,3397,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Begusarai,3871,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Munger,3004,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Sheikhpura,2439,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Lakhisarai,3597,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Jamui,2049,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Khagaria,4812,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Bhagalpur,3191,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Banka,2425,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Saharsa,2569,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Supaul,3052,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Madhepura,3741,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Purnea,5272,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Kishanganj,3491,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Araria,7287,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Cereals",2022-23,Yield in kg/hectare,Bihar,Katihar,5900,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Patna,48155,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Nalanda,21753,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Bhojpur,9616,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Buxar,6169,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Rohtas,4232,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Kaimur (Bhabua),4626,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Gaya,14155,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Jehanabad,13794,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Arwal,3526,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Nawada,9200,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Aurangabad,40583,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Saran,2109,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Siwan,3756,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Gopalganj,1499,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Muzaffarpur,24586,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Purbi Champaran,8245,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Pashchim Champaran,8439,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Sitamarhi,6277,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Sheohar,1867,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Vaishali,8154,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Darbhanga,7983,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Madhubani,20356,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Samastipur,16362,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Begusarai,2984,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Munger,2381,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Sheikhpura,5017,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Lakhisarai,13631,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Jamui,6474,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Khagaria,3985,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Bhagalpur,11269,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Banka,7942,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Saharsa,17130,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Supaul,34704,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Madhepura,23985,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Purnea,1258,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Kishanganj,7265,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Araria,5858,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Area in Hectare,Bihar,Katihar,4561,Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Patna,60513,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Nalanda,27911,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Bhojpur,11923,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Buxar,7291,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Rohtas,4477,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Kaimur (Bhabua),4562,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Gaya,15330,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Jehanabad,16251,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Arwal,3081,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Nawada,9356,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Aurangabad,28476,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Saran,2014,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Siwan,4806,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Gopalganj,1463,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Muzaffarpur,20802,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Purbi Champaran,8770,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Pashchim Champaran,8612,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Sitamarhi,6294,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Sheohar,2108,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Vaishali,9040,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Darbhanga,5348,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Madhubani,14823,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Samastipur,17939,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Begusarai,3952,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Munger,1933,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Sheikhpura,3867,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Lakhisarai,15656,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Jamui,6341,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Khagaria,4218,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Bhagalpur,9295,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Banka,6862,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Saharsa,10275,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Supaul,24624,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Madhepura,22419,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Purnea,1389,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Kishanganj,5299,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Araria,2687,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Production in Million Tonnes,Bihar,Katihar,4019,Million Tonnes,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Patna,1257,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Nalanda,1283,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Bhojpur,1240,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Buxar,1182,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Rohtas,1058,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Kaimur (Bhabua),986,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Gaya,1083,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Jehanabad,1178,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Arwal,874,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Nawada,1017,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Aurangabad,702,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Saran,955,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Siwan,1280,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Gopalganj,976,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Muzaffarpur,846,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Purbi Champaran,1064,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Pashchim Champaran,1021,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Sitamarhi,1003,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Sheohar,1129,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Vaishali,1109,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Darbhanga,670,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Madhubani,728,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Samastipur,1096,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Begusarai,1324,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Munger,812,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Sheikhpura,771,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Lakhisarai,1149,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Jamui,979,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Khagaria,1058,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
H7,Agriculture and Allied Sectors,1,Crop production and average yield,"Area, Production and Yield of Pulses",2022-23,Yield in kg/hectare,Bihar,Bhagalpur,825,Kg/Hectare,"
Directorate of Economics and Statistics, Government of Bihar"
